,시도,시군구,이름,셀프,고급휘발유,보통휘발유,경유,실내등유
3095,경기,수원시,효현(주) 아주주유소,셀프,,"1,585","1,399","1,650"
3096,경기,수원시,경진셀프주유소,셀프,,"1,578","1,408",
3097,경기,수원시,(주)한미석유 성광주유소,셀프,,"1,595","1,415",
3098,경기,수원시,인성주유소,,,"1,585","1,415",
3099,경기,수원시,동문B주유소,셀프,"1,817","1,597","1,417",
3100,경기,수원시,㈜한미석유직영 동수원톨게이트주유소,셀프,"1,817","1,597","1,417",
3101,경기,수원시,하늘에너지(주)평화주유소,셀프,"1,824","1,594","1,417","1,540"
3102,경기,수원시,월드컵주유소,셀프,"1,817","1,597","1,417",
3103,경기,수원시,하늘에너지(주)대창주유소,셀프,"1,824","1,594","1,417","1,540"
3104,경기,수원시,동문A주유소,셀프,"1,817","1,597","1,417",
3105,경기,수원시,(주)대호주유소,셀프,"1,817","1,597","1,417",
3106,경기,수원시,비행장주유소,셀프,,"1,588","1,418",
3107,경기,수원시,오일나우 두번째주유소,셀프,,"1,600","1,420",
3108,경기,수원시,형제주유소,,,"1,598","1,428","1,300"
3109,경기,수원시,(주)한미석유 매탄동주유소,셀프,,"1,615","1,435",
3110,경기,수원시,BMW주유소,,"1,825","1,615","1,435",
3111,경기,수원시,서부주유소,,,"1,615","1,435",
3112,경기,수원시,경희주유소,,"1,825","1,615","1,435",
3113,경기,수원시,서수원주유소,셀프,,"1,598","1,438",
3114,경기,수원시,HD현대오일뱅크㈜직영 동수원현대셀프주유소,셀프,"1,860","1,563","1,443",
3115,경기,수원시,HD현대오일뱅크㈜직영 수원제일주유소,,"2,054","1,589","1,447",
3116,경기,수원시,영화셀프주유소,셀프,,"1,604","1,448",
3117,경기,수원시,유신주유소,셀프,,"1,605","1,455",
3118,경기,수원시,HD현대오일뱅크㈜직영 천천현대셀프주유소,셀프,"1,799","1,588","1,458",
3119,경기,수원시,법원주유소,,,"1,628","1,458",
3120,경기,수원시,지에스칼텍스(주)영통주유소,셀프,"1,824","1,614","1,459","1,500"
3121,경기,수원시,(주)나눔에너지,셀프,,"1,628","1,468",
3122,경기,수원시,HD현대오일뱅크㈜직영 호수공원셀프주유소,셀프,"1,783","1,593","1,469","1,579"
3123,경기,수원시,삼성주유소,,,"1,628","1,478","1,500"
3124,경기,수원시,HD현대오일뱅크㈜직영 영통제일셀프주유소,셀프,"1,859","1,614","1,479",
3125,경기,수원시,구도일 새한주유소,,,"1,664","1,494",
3126,경기,수원시,화서제일주유소,,,"1,698","1,498","1,600"
3127,경기,수원시,솔밭주유소,,,"1,629","1,529",
3128,경기,수원시,미래주유소,,,"1,716","1,556",
3129,경기,수원시,(주)대황교동주유소,,,"1,709","1,599",
3130,경기,수원시,기분좋은주유소,,"1,977","1,839","1,679","1,700"
3131,경기,수원시권선구,㈜수원에너지뱅크,셀프,,"1,525","1,329",
3132,경기,수원시권선구,평동그린주유소,셀프,,"1,615","1,340",
3133,경기,수원시권선구,㈜원일유통 선화주유소,셀프,,"1,535","1,347",
3134,경기,수원시권선구,오목천주유소,,,"1,547","1,357",
3135,경기,수원시권선구,㈜레드에너지,셀프,,"1,537","1,357",
3136,경기,수원시권선구,(주)한미석유 진흥주유소,셀프,,"1,538","1,358",
3137,경기,수원시권선구,청호셀프주유소,셀프,,"1,538","1,358",
3138,경기,수원시권선구,행복주유소,,,"1,538","1,358",
3139,경기,수원시권선구,오션주유소,셀프,,"1,550","1,360",
3140,경기,수원시권선구,덕원주유소,셀프,,"1,550","1,360","1,500"
3141,경기,수원시권선구,지에스칼텍스(주)경향주유소,셀프,,"1,550","1,360","1,400"
3142,경기,수원시권선구,(주)디오티디 수원햄스터주유소,셀프,,"1,550","1,360",
3143,경기,수원시권선구,뉴금강주유소,셀프,,"1,550","1,360",
3144,경기,수원시권선구,(주)디오티디 수원몬스터 주유소,셀프,,"1,550","1,360",
3145,경기,수원시권선구,도이치에너지,셀프,"1,860","1,550","1,360","1,400"
3146,경기,수원시권선구,SK에너지(주) SK호매실주유소,셀프,"1,859","1,545","1,365",
3147,경기,수원시권선구,주식회사 청송유업,셀프,"1,860","1,555","1,365",
3148,경기,수원시권선구,서수원주유소,,,"1,548","1,368","1,400"
3149,경기,수원시권선구,하이웨이주유소,셀프,,"1,598","1,368",
3150,경기,수원시권선구,명품주유소,셀프,,"1,554","1,374","1,500"
3151,경기,수원시권선구,경원주유소,,,"1,554","1,374","1,490"
3152,경기,수원시권선구,주식회사 윤에너지,셀프,,"1,554","1,375",
3153,경기,수원시권선구,삼미상사(주)권선로셀프주유소,셀프,,"1,547","1,377",
3154,경기,수원시권선구,㈜거창에너지 권선제일주유소,,,"1,558","1,378","1,700"
3155,경기,수원시권선구,탑주유소,셀프,,"1,558","1,378",
3156,경기,수원시권선구,(주)청담금곡주유소,셀프,"1,868","1,558","1,378","1,540"
3157,경기,수원시권선구,(주)어울림주유소,셀프,,"1,538","1,378","1,500"
3158,경기,수원시권선구,골든벨주유소,셀프,"1,853","1,573","1,383","1,400"
3159,경기,수원시권선구,(주)청담아이파크주유소,셀프,"1,855","1,565","1,385",
3160,경기,수원시권선구,(주)미래석유 역전주유소,셀프,,"1,568","1,388","1,500"
3161,경기,수원시권선구,참좋은주유소,셀프,,"1,568","1,388","1,418"
3162,경기,수원시권선구,수원역주유소,셀프,,"1,568","1,388",
3163,경기,수원시권선구,하늘에너지(주) 행정타운주유소,셀프,,"1,574","1,389","1,540"
3164,경기,수원시권선구,슈퍼맨주유소,,,"1,578","1,398","1,600"
3165,경기,수원시권선구,SK에너지(주) SK드림주유소,셀프,,"1,559","1,398","1,570"
3166,경기,수원시권선구,인성주유소,,,"1,585","1,415",
3167,경기,수원시권선구,비행장주유소,셀프,,"1,588","1,418",
3168,경기,수원시권선구,형제주유소,,,"1,598","1,428","1,300"
3169,경기,수원시권선구,BMW주유소,,"1,825","1,615","1,435",
3170,경기,수원시권선구,서수원주유소,셀프,,"1,598","1,438",
3171,경기,수원시권선구,(주)대황교동주유소,,,"1,709","1,599",
3172,경기,수원시영통구,대신자연에너지,셀프,,"1,579","1,389",
3173,경기,수원시영통구,수원고속주유소,셀프,"1,783","1,583","1,393",
3174,경기,수원시영통구,㈜원일유통구도일 광교신도시주유소,셀프,,"1,585","1,395",
3175,경기,수원시영통구,(주)한미석유 성광주유소,셀프,,"1,595","1,415",
3176,경기,수원시영통구,동문B주유소,셀프,"1,817","1,597","1,417",
3177,경기,수원시영통구,(주)대호주유소,셀프,"1,817","1,597","1,417",
3178,경기,수원시영통구,동문A주유소,셀프,"1,817","1,597","1,417",
3179,경기,수원시영통구,㈜한미석유직영 동수원톨게이트주유소,셀프,"1,817","1,597","1,417",
3180,경기,수원시영통구,(주)한미석유 매탄동주유소,셀프,,"1,615","1,435",
3181,경기,수원시영통구,경희주유소,,"1,825","1,615","1,435",
3182,경기,수원시영통구,HD현대오일뱅크㈜직영 동수원현대셀프주유소,셀프,"1,860","1,563","1,443",
3183,경기,수원시영통구,유신주유소,셀프,,"1,605","1,455",
3184,경기,수원시영통구,법원주유소,,,"1,628","1,458",
3185,경기,수원시영통구,지에스칼텍스(주)영통주유소,셀프,"1,824","1,614","1,459","1,500"
3186,경기,수원시영통구,(주)나눔에너지,셀프,,"1,628","1,468",
3187,경기,수원시영통구,HD현대오일뱅크㈜직영 호수공원셀프주유소,셀프,"1,783","1,593","1,469","1,579"
3188,경기,수원시영통구,삼성주유소,,,"1,628","1,478","1,500"
3189,경기,수원시영통구,HD현대오일뱅크㈜직영 영통제일셀프주유소,셀프,"1,859","1,614","1,479",
3190,경기,수원시영통구,미래주유소,,,"1,716","1,556",
3191,경기,수원시장안구,드림에너지(주)배트맨주유소,셀프,,"1,554","1,384","1,400"
3192,경기,수원시장안구,북수원주유소,셀프,"1,774","1,556","1,386",
3193,경기,수원시장안구,동일석유(주) 금호셀프주유소,셀프,,"1,556","1,386",
3194,경기,수원시장안구,현대석유(주)서광주유소,셀프,"1,778","1,567","1,387",
3195,경기,수원시장안구,주식회사 노송유업,셀프,,"1,567","1,387","1,700"
3196,경기,수원시장안구,대신self주유소,셀프,,"1,558","1,389",
3197,경기,수원시장안구,수안주유소,셀프,"1,778","1,558","1,389",
3198,경기,수원시장안구,케이아이에스정보통신 주식회사 장안공원 주유소,셀프,,"1,560","1,390",
3199,경기,수원시장안구,HD현대오일뱅크㈜직영 송죽현대셀프주유소,셀프,"1,799","1,556","1,394",
3200,경기,수원시장안구,C＆S유통(주)구도일주유소일류,,,"1,585","1,395","1,440"
3201,경기,수원시장안구,구도일삼익씨앤에스유통(주),셀프,,"1,585","1,395",
3202,경기,수원시장안구,대성산업(주)수원주유소,셀프,,"1,575","1,395",
3203,경기,수원시장안구,대원주유소,,,"1,578","1,398",
3204,경기,수원시장안구,에이제이에너지(주)직영 정자주유소,셀프,"1,878","1,568","1,398",
3205,경기,수원시장안구,경진셀프주유소,셀프,,"1,578","1,408",
3206,경기,수원시장안구,오일나우 두번째주유소,셀프,,"1,600","1,420",
3207,경기,수원시장안구,영화셀프주유소,셀프,,"1,604","1,448",
3208,경기,수원시장안구,HD현대오일뱅크㈜직영 천천현대셀프주유소,셀프,"1,799","1,588","1,458",
3209,경기,수원시장안구,구도일 새한주유소,,,"1,664","1,494",
3210,경기,수원시장안구,솔밭주유소,,,"1,629","1,529",
3211,경기,수원시장안구,기분좋은주유소,,"1,977","1,839","1,679","1,700"
3212,경기,수원시팔달구,인계동주유소,셀프,,"1,548","1,368",
3213,경기,수원시팔달구,푸른현대주유소,셀프,,"1,564","1,384",
3214,경기,수원시팔달구,효원주유소,셀프,,"1,588","1,388","1,500"
3215,경기,수원시팔달구,팔달주유소,셀프,,"1,574","1,394","1,400"
3216,경기,수원시팔달구,청담에너지,셀프,"1,857","1,577","1,397",
3217,경기,수원시팔달구,조은기름주유소,셀프,"1,857","1,577","1,397",
3218,경기,수원시팔달구,효현(주) 아주주유소,셀프,,"1,585","1,399","1,650"
3219,경기,수원시팔달구,하늘에너지(주)평화주유소,셀프,"1,824","1,594","1,417","1,540"
3220,경기,수원시팔달구,하늘에너지(주)대창주유소,셀프,"1,824","1,594","1,417","1,540"
3221,경기,수원시팔달구,월드컵주유소,셀프,"1,817","1,597","1,417",
3222,경기,수원시팔달구,서부주유소,,,"1,615","1,435",
3223,경기,수원시팔달구,HD현대오일뱅크㈜직영 수원제일주유소,,"2,054","1,589","1,447",
3224,경기,수원시팔달구,화서제일주유소,,,"1,698","1,498","1,600"
3225,경기,시흥시,삼성주유소,셀프,,"1,526","1,346",
3226,경기,시흥시,무지내주유소,셀프,,"1,527","1,347","1,350"
3227,경기,시흥시,(주)신천IC셀프주유소,셀프,,"1,536","1,355",
3228,경기,시흥시,주식회사 기정에너지,셀프,,"1,524","1,355",
3229,경기,시흥시,상천네트워크㈜ 시흥풀페이주유소,셀프,,"1,536","1,355",
3230,경기,시흥시,엠에이치에너지 월곶동,셀프,,"1,536","1,356",
3231,경기,시흥시,우리주유소,셀프,,"1,527","1,357",
3232,경기,시흥시,지에스칼텍스㈜ 시화신도시주유소,셀프,"1,748","1,548","1,357","1,469"
3233,경기,시흥시,지에스칼텍스㈜ 시화공단주유소,셀프,"1,768","1,548","1,357","1,524"
3234,경기,시흥시,해승주유소,셀프,,"1,546","1,365",
3235,경기,시흥시,지에스칼텍스(주)시흥대한주유소,셀프,"1,769","1,569","1,365","1,469"
3236,경기,시흥시,주유할인마트,,,"1,548","1,367","1,250"
3237,경기,시흥시,월곶하이웨이주유소,셀프,"1,796","1,536","1,367","1,350"
3238,경기,시흥시,(주)푸른에너지,셀프,,"1,548","1,367",
3239,경기,시흥시,대명주유소,셀프,,"1,547","1,367",
3240,경기,시흥시,그린주유소 ㈜연수에너지,셀프,,"1,538","1,368",
3241,경기,시흥시,역전주유소,,,"1,538","1,368",
3242,경기,시흥시,보금자리주유소,,,"1,588","1,368",
3243,경기,시흥시,(주)대경유업 대경주유소,셀프,,"1,538","1,368","1,350"
3244,경기,시흥시,(주)발산주유소,셀프,,"1,538","1,368","1,350"
3245,경기,시흥시,삼미상사(주) 시흥IC셀프주유소,셀프,,"1,539","1,369",
3246,경기,시흥시,안현주유소,셀프,,"1,569","1,369","1,350"
3247,경기,시흥시,경원주유소,,,"1,559","1,369","1,450"
3248,경기,시흥시,시흥버스터미널(주)주유소,셀프,"1,790","1,560","1,370","1,349"
3249,경기,시흥시,(주)삼호SW주유소,셀프,,"1,535","1,375","1,399"
3250,경기,시흥시,승원주유소,셀프,,"1,576","1,376",
3251,경기,시흥시,대지주유소,,,"1,557","1,379","1,450"
3252,경기,시흥시,남선석유㈜ 대야동주유소,셀프,,"1,565","1,380",
3253,경기,시흥시,대안주유소,셀프,,"1,575","1,385","1,410"
3254,경기,시흥시,대성석유(주)정왕IC주유소,셀프,"1,835","1,567","1,387","1,450"
3255,경기,시흥시,플러스주유소,셀프,,"1,577","1,387",
3256,경기,시흥시,(주)시흥에너지 배곧주유소,셀프,"1,835","1,565","1,387",
3257,경기,시흥시,서해주유소,셀프,,"1,557","1,387","1,350"
3258,경기,시흥시,주유소한양,셀프,,"1,589","1,388","1,350"
3259,경기,시흥시,남선석유(주)은계셀프주유소,셀프,,"1,589","1,389",
3260,경기,시흥시,삼우에너지 4289주유소,,,"1,589","1,389","1,450"
3261,경기,시흥시,(주)명보에너지,,,"1,594","1,394","1,250"
3262,경기,시흥시,조남주유소,,,"1,574","1,394",
3263,경기,시흥시,HD현대오일뱅크㈜직영 능곡현대주유소,,"1,805","1,565","1,395",
3264,경기,시흥시,(주)명연에너지 시흥IC훼미리주유소,셀프,,"1,575","1,395",
3265,경기,시흥시,시흥까치주유소,셀프,"1,799","1,565","1,395",
3266,경기,시흥시,신월곶주유소 ㈜시대통상,셀프,"1,799","1,576","1,396",
3267,경기,시흥시,삼육에너지(주),,,"1,577","1,397","1,390"
3268,경기,시흥시,(주)창조 정왕IC주유소,셀프,,"1,577","1,397",
3269,경기,시흥시,케이씨에너지㈜ 신만해주유소,셀프,,"1,587","1,397","1,550"
3270,경기,시흥시,목감IC주유소,셀프,,"1,587","1,397","1,450"
3271,경기,시흥시,(주)세화제2주유소,셀프,,"1,577","1,397",
3272,경기,시흥시,주식회사현대석유,,,"1,587","1,397",
3273,경기,시흥시,제일self주유소,셀프,,"1,567","1,397",
3274,경기,시흥시,금강석유(주)나분들주유소,셀프,,"1,587","1,397",
3275,경기,시흥시,남시흥self주유소,셀프,,"1,576","1,398",
3276,경기,시흥시,(주)한유에너지 시흥주유소,셀프,,"1,568","1,398","1,397"
3277,경기,시흥시,롯데제2주유소,,,"1,574","1,398",
3278,경기,시흥시,SK KH에너지 동양주유소,셀프,,"1,597","1,398","1,340"
3279,경기,시흥시,장연주유소,,,"1,588","1,398",
3280,경기,시흥시,효창에너지직영 5주유소,셀프,"1,798","1,588","1,398",
3281,경기,시흥시,목감행복주유소,셀프,,"1,588","1,398",
3282,경기,시흥시,(주)효창에너지 효창기름나라주유소,셀프,,"1,588","1,398","1,465"
3283,경기,시흥시,스케치주유소,셀프,"1,797","1,588","1,398","1,350"
3284,경기,시흥시,군자봉주유소,셀프,,"1,559","1,399","1,350"
3285,경기,시흥시,SK에너지(주) 시흥주유소,셀프,,"1,594","1,409",
3286,경기,시흥시,구도일주유소 시화MTV,셀프,,"1,579","1,409",
3287,경기,시흥시,SK에너지(주)도시공간주유소,셀프,,"1,569","1,409",
3288,경기,시흥시,포동주유소,셀프,,"1,594","1,414",
3289,경기,시흥시,SK KH에너지 미산주유소,셀프,,"1,595","1,415",
3290,경기,시흥시,하우고개주유소,셀프,,"1,586","1,416","1,465"
3291,경기,시흥시,(주)세지에너지주유소/충전소,셀프,"1,835","1,587","1,417","1,380"
3292,경기,시흥시,SK명성주유소,셀프,,"1,587","1,417",
3293,경기,시흥시,HD현대오일뱅크㈜직영 신천리주유소,,"1,789","1,604","1,419","1,349"
3294,경기,시흥시,영광셀프주유소,셀프,,"1,599","1,419","1,450"
3295,경기,시흥시,시화대성주유소,셀프,,"1,589","1,419","1,400"
3296,경기,시흥시,관곡주유소,,,"1,599","1,419","1,300"
3297,경기,시흥시,SK경인주유소,셀프,"1,827","1,627","1,427",
3298,경기,시흥시,SK에너지(주) 시흥2공단주유소,셀프,"1,810","1,599","1,429","1,380"
3299,경기,시흥시,SK에너지(주) 시화산업주유소,,,"1,599","1,429","1,380"
3300,경기,시흥시,시흥하늘주유소(일산방향),,"1,974","1,598","1,438",
3301,경기,시흥시,시흥하늘주유소(판교방향),,"1,974","1,598","1,438",
3302,경기,시흥시,샘터주유소,셀프,,"1,617","1,447",
3303,경기,시흥시,대광주유소,,,"1,655","1,495","1,350"
3304,경기,시흥시,SK에너지(주)파워디젤주유소,,,"1,818","1,658","1,380"
3305,경기,시흥시,SK정다운셀프주유소,셀프,,"1,999","1,995",
3306,경기,안산시,안산주유소(강릉방향),,,"1,534","1,364",
3307,경기,안산시,한솔유화㈜ 안산점 한길주유소,셀프,,"1,533","1,365",
3308,경기,안산시,소망주유소,,,"1,535","1,365",
3309,경기,안산시,상록수주유소(주),,,"1,545","1,365","1,559"
3310,경기,안산시,안산주유소(인천방향),,,"1,539","1,369",
3311,경기,안산시,삼원주유소,셀프,,"1,535","1,375","1,500"
3312,경기,안산시,(주)대지석유 산업주유소,셀프,"1,883","1,545","1,375","1,414"
3313,경기,안산시,(주)서율주유소 안산,셀프,"1,798","1,557","1,377",
3314,경기,안산시,지에스칼텍스(주)국도주유소,셀프,"1,799","1,547","1,378",
3315,경기,안산시,지에스칼텍스(주)안산스타주유소,셀프,"1,799","1,559","1,379","1,349"
3316,경기,안산시,제이원네트웍스(주) 해안주유소,셀프,,"1,548","1,379",
3317,경기,안산시,본오주유소,셀프,,"1,549","1,384",
3318,경기,안산시,(주)유카스에너지 시우로주유소,셀프,,"1,554","1,384",
3319,경기,안산시,다복주유소,,"1,783","1,555","1,385",
3320,경기,안산시,대성산업(주)안산공단주유소,,,"1,565","1,385","1,418"
3321,경기,안산시,대상주유소,,,"1,559","1,389","1,450"
3322,경기,안산시,사동주유소,셀프,,"1,558","1,389",
3323,경기,안산시,대지석유 선부주유소,셀프,,"1,559","1,389",
3324,경기,안산시,사동셀프주유소,셀프,"1,865","1,558","1,389","1,560"
3325,경기,안산시,(주)엠오티이엔지 직영 서해주유소,셀프,,"1,559","1,389",
3326,경기,안산시,준오토조이(주) 성우주유소,셀프,,"1,562","1,394",
3327,경기,안산시,신고속주유소,,,"1,559","1,394","1,424"
3328,경기,안산시,수암주유소,셀프,,"1,574","1,394","1,400"
3329,경기,안산시,(주)북고개주유소,셀프,,"1,585","1,394",
3330,경기,안산시,씨앤에스유통㈜구도일주유소 신반월,셀프,,"1,585","1,395",
3331,경기,안산시,용담주유소,셀프,,"1,575","1,398","1,550"
3332,경기,안산시,대웅주유소,셀프,,"1,598","1,398",
3333,경기,안산시,고속주유소,셀프,,"1,572","1,398",
3334,경기,안산시,신양주유소,,,"1,575","1,398",
3335,경기,안산시,자연주유소,셀프,,"1,569","1,399",
3336,경기,안산시,상림주유소,셀프,,"1,585","1,399",
3337,경기,안산시,(주)동강석유 남안산IC주유소,셀프,,"1,554","1,399",
3338,경기,안산시,HD현대오일뱅크㈜직영 반월셀프주유소,셀프,"1,925","1,585","1,405","1,420"
3339,경기,안산시,HD현대오일뱅크㈜직영 사사동주유소,,,"1,575","1,409",
3340,경기,안산시,(주)대한석유 한대역주유소,셀프,"1,895","1,575","1,415","1,500"
3341,경기,안산시,(주)이든 내주유소,셀프,"1,865","1,568","1,418","1,490"
3342,경기,안산시,신길중앙주유소,셀프,,"1,559","1,419","1,570"
3343,경기,안산시,이마트24서비스 고잔주유소,셀프,,"1,589","1,424","1,295"
3344,경기,안산시,태하셀프주유소,셀프,,"1,594","1,424",
3345,경기,안산시,장하주유소,,,"1,595","1,425",
3346,경기,안산시,신안산주유소,셀프,,"1,588","1,428",
3347,경기,안산시,서안산주유소,,,"1,579","1,429",
3348,경기,안산시,SK에너지(주)직영 새천년주유소,,"1,809","1,599","1,429","1,380"
3349,경기,안산시,㈜소모 안산하이웨이주유소,셀프,"1,795","1,602","1,434","1,450"
3350,경기,안산시,HD현대오일뱅크㈜직영 안산공원셀프주유소,셀프,"1,848","1,585","1,435",
3351,경기,안산시,보령주유소,,,"1,598","1,438","1,595"
3352,경기,안산시,스마트허브주유소,셀프,,"1,599","1,439","1,490"
3353,경기,안산시,세광주유소,셀프,,"1,607","1,447",
3354,경기,안산시,안산고속주유소,,,"1,638","1,448",
3355,경기,안산시,대부주유소,,,"1,629","1,459","1,300"
3356,경기,안산시,대부그린주유소,,,"1,637","1,467","1,300"
3357,경기,안산시,(주)성홍 안산터미널주유소,,,"1,629","1,469","1,490"
3358,경기,안산시,(주)세화주유소,셀프,,"1,639","1,470","1,300"
3359,경기,안산시,HD현대오일뱅크㈜직영 한양현대주유소,,"1,745","1,609","1,475","1,349"
3360,경기,안산시,작전주유소,,,"1,645","1,475","1,300"
3361,경기,안산시,(주)칠오 와동주유소,셀프,,"1,649","1,478",
3362,경기,안산시,(주)삼정주유소,셀프,"1,949","1,639","1,479","1,469"
3363,경기,안산시,HD현대오일뱅크㈜직영 신도시셀프주유소,셀프,"1,955","1,668","1,495",
3364,경기,안산시,동현주유소,,,"1,677","1,497","1,300"
3365,경기,안산시,케이비원대부도주유소,,,"1,678","1,498","1,350"
3366,경기,안산시,동해주유소,,"1,924","1,664","1,498",
3367,경기,안산시,시화주유소,,,"1,695","1,499",
3368,경기,안산시,정진주유소,,,"1,679","1,499","1,300"
3369,경기,안산시,초지스타주유소,셀프,"1,899","1,659","1,499",
3370,경기,안산시,서안산IC주유소,,"1,880","1,670","1,520","1,404"
3371,경기,안산시,만해유업㈜ 만해주유소,셀프,,"1,667","1,547",
3372,경기,안산시,MTV스마트주유소,셀프,,"1,689","1,558","1,550"
3373,경기,안산시,도금단지주유소,,,"1,698","1,578","1,550"
3374,경기,안산시,HD현대오일뱅크㈜직영 동양주유소,,,"1,649","1,609","1,309"
3375,경기,안산시,세방주유소,,,"1,797","1,648",
3376,경기,안산시,SK에너지(주)시화공단주유소,,"1,823","1,630","1,659","1,380"
3377,경기,안산시단원구,안산주유소(강릉방향),,,"1,534","1,364",
3378,경기,안산시단원구,안산주유소(인천방향),,,"1,539","1,369",
3379,경기,안산시단원구,삼원주유소,셀프,,"1,535","1,375","1,500"
3380,경기,안산시단원구,(주)대지석유 산업주유소,셀프,"1,883","1,545","1,375","1,414"
3381,경기,안산시단원구,지에스칼텍스(주)안산스타주유소,셀프,"1,799","1,559","1,379","1,349"
3382,경기,안산시단원구,(주)유카스에너지 시우로주유소,셀프,,"1,554","1,384",
3383,경기,안산시단원구,다복주유소,,"1,783","1,555","1,385",
3384,경기,안산시단원구,대성산업(주)안산공단주유소,,,"1,565","1,385","1,418"
3385,경기,안산시단원구,(주)엠오티이엔지 직영 서해주유소,셀프,,"1,559","1,389",
3386,경기,안산시단원구,대상주유소,,,"1,559","1,389","1,450"
3387,경기,안산시단원구,대지석유 선부주유소,셀프,,"1,559","1,389",
3388,경기,안산시단원구,(주)동강석유 남안산IC주유소,셀프,,"1,554","1,399",
3389,경기,안산시단원구,(주)이든 내주유소,셀프,"1,865","1,568","1,418","1,490"
3390,경기,안산시단원구,신길중앙주유소,셀프,,"1,559","1,419","1,570"
3391,경기,안산시단원구,이마트24서비스 고잔주유소,셀프,,"1,589","1,424","1,295"
3392,경기,안산시단원구,신안산주유소,셀프,,"1,588","1,428",
3393,경기,안산시단원구,서안산주유소,,,"1,579","1,429",
3394,경기,안산시단원구,SK에너지(주)직영 새천년주유소,,"1,809","1,599","1,429","1,380"
3395,경기,안산시단원구,HD현대오일뱅크㈜직영 안산공원셀프주유소,셀프,"1,848","1,585","1,435",
3396,경기,안산시단원구,스마트허브주유소,셀프,,"1,599","1,439","1,490"
3397,경기,안산시단원구,대부주유소,,,"1,629","1,459","1,300"
3398,경기,안산시단원구,대부그린주유소,,,"1,637","1,467","1,300"
3399,경기,안산시단원구,(주)세화주유소,셀프,,"1,639","1,470","1,300"
3400,경기,안산시단원구,작전주유소,,,"1,645","1,475","1,300"
3401,경기,안산시단원구,HD현대오일뱅크㈜직영 한양현대주유소,,"1,745","1,609","1,475","1,349"
3402,경기,안산시단원구,(주)칠오 와동주유소,셀프,,"1,649","1,478",
3403,경기,안산시단원구,(주)삼정주유소,셀프,"1,949","1,639","1,479","1,469"
3404,경기,안산시단원구,동현주유소,,,"1,677","1,497","1,300"
3405,경기,안산시단원구,케이비원대부도주유소,,,"1,678","1,498","1,350"
3406,경기,안산시단원구,시화주유소,,,"1,695","1,499",
3407,경기,안산시단원구,정진주유소,,,"1,679","1,499","1,300"
3408,경기,안산시단원구,초지스타주유소,셀프,"1,899","1,659","1,499",
3409,경기,안산시단원구,서안산IC주유소,,"1,880","1,670","1,520","1,404"
3410,경기,안산시단원구,만해유업㈜ 만해주유소,셀프,,"1,667","1,547",
3411,경기,안산시단원구,MTV스마트주유소,셀프,,"1,689","1,558","1,550"
3412,경기,안산시단원구,HD현대오일뱅크㈜직영 동양주유소,,,"1,649","1,609","1,309"
3413,경기,안산시단원구,SK에너지(주)시화공단주유소,,"1,823","1,630","1,659","1,380"
3414,경기,안산시상록구,상록수주유소(주),,,"1,545","1,365","1,559"
3415,경기,안산시상록구,한솔유화㈜ 안산점 한길주유소,셀프,,"1,533","1,365",
3416,경기,안산시상록구,소망주유소,,,"1,535","1,365",
3417,경기,안산시상록구,(주)서율주유소 안산,셀프,"1,798","1,557","1,377",
3418,경기,안산시상록구,지에스칼텍스(주)국도주유소,셀프,"1,799","1,547","1,378",
3419,경기,안산시상록구,제이원네트웍스(주) 해안주유소,셀프,,"1,548","1,379",
3420,경기,안산시상록구,본오주유소,셀프,,"1,549","1,384",
3421,경기,안산시상록구,사동주유소,셀프,,"1,558","1,389",
3422,경기,안산시상록구,사동셀프주유소,셀프,"1,865","1,558","1,389","1,560"
3423,경기,안산시상록구,수암주유소,셀프,,"1,574","1,394","1,400"
3424,경기,안산시상록구,(주)북고개주유소,셀프,,"1,585","1,394",
3425,경기,안산시상록구,준오토조이(주) 성우주유소,셀프,,"1,562","1,394",
3426,경기,안산시상록구,신고속주유소,,,"1,559","1,394","1,424"
3427,경기,안산시상록구,씨앤에스유통㈜구도일주유소 신반월,셀프,,"1,585","1,395",
3428,경기,안산시상록구,용담주유소,셀프,,"1,575","1,398","1,550"
3429,경기,안산시상록구,고속주유소,셀프,,"1,572","1,398",
3430,경기,안산시상록구,대웅주유소,셀프,,"1,598","1,398",
3431,경기,안산시상록구,신양주유소,,,"1,575","1,398",
3432,경기,안산시상록구,자연주유소,셀프,,"1,569","1,399",
3433,경기,안산시상록구,상림주유소,셀프,,"1,585","1,399",
3434,경기,안산시상록구,HD현대오일뱅크㈜직영 반월셀프주유소,셀프,"1,925","1,585","1,405","1,420"
3435,경기,안산시상록구,HD현대오일뱅크㈜직영 사사동주유소,,,"1,575","1,409",
3436,경기,안산시상록구,(주)대한석유 한대역주유소,셀프,"1,895","1,575","1,415","1,500"
3437,경기,안산시상록구,태하셀프주유소,셀프,,"1,594","1,424",
3438,경기,안산시상록구,장하주유소,,,"1,595","1,425",
3439,경기,안산시상록구,㈜소모 안산하이웨이주유소,셀프,"1,795","1,602","1,434","1,450"
3440,경기,안산시상록구,보령주유소,,,"1,598","1,438","1,595"
3441,경기,안산시상록구,세광주유소,셀프,,"1,607","1,447",
3442,경기,안산시상록구,안산고속주유소,,,"1,638","1,448",
3443,경기,안산시상록구,(주)성홍 안산터미널주유소,,,"1,629","1,469","1,490"
