번호,충전소명,충전소ID,충전기ID,충전기타입,소재지 도로명 주소,위도,경도,이용가능시간,기관ID,운영기관명,관리업체 전화번호,충전기상태,상태갱신일시,충전기용량,지역코드,주차료무료 여부,충전소 안내
12022,마산대학,KT121938,1,완속,"경상남도 창원시 마산회원구 내서읍 함마대로 2640 (용담리, 마산대학)",35.2661,128.505,~,KT,KT,1522-0123,사용가능,20210109074536,,50,무료,
12023,칠곡서한맨션,KT121939,1,완속,"대구광역시 북구 관음중앙로 6 (관음동, 칠곡서한맨션)",35.9344,128.545,~,KT,KT,1522-0123,사용가능,20210124171530,,27,무료,
12024,알프스대영컨트리클럽,KT121940,1,완속,강원도 횡성군 우천면 한우로 1295 (하대리),37.4613,128.074,~,KT,KT,1522-0123,사용가능,20210124124502,,42,무료,
12025,구미옥계휴먼시아1단지,KT121941,1,완속,"경상북도 구미시 옥계북로 43-48 (옥계동, 구미옥계휴먼시아1단지) 101동~108동",36.1412,128.425,~,KT,KT,1522-0123,사용가능,20210117172526,,48,무료,
12026,제주조각공원,KT121942,1,완속,제주특별자치도 서귀포시 안덕면 일주서로 1836 (덕수리),33.2514,126.322,~,KT,KT,1522-0123,사용가능,20210112051542,,45,무료,
12027,구미원호대우아파트,KT121943,1,완속,"경상북도 구미시 고아읍 문장로26길 11 (원호리, 구미원호대우아파트) 101동~108동",36.1532,128.331,~,KT,KT,1522-0123,사용가능,20210124191529,,48,무료,
12028,태백장성아파트,KT121945,1,완속,"강원도 태백시 태백로 1814 (장성동, 태백장성아파트) 201동~209동",37.1078,129.004,~,KT,KT,1522-0123,사용가능,20201013193035,,42,무료,
12029,화정금호2차아파트,KT121946,1,완속,"광주광역시 서구 염화로57번길 19 (화정동, 금호2차아파트)",35.1398,126.871,~,KT,KT,1522-0123,사용가능,20210125080017,,29,무료,
12030,문수동원앙아파트,KT121947,1,완속,전라남도 여수시 여문1로 90-1 (문수동 원앙아파트),34.7564,127.703,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210121020533,,46,무료,
12031,부산용호주공아파트,KT121948,1,완속,"부산광역시 남구 용호로269번길 29 (용호동, 용호주공아파트)",35.1095,129.114,~,KT,KT,1522-0123,사용가능,20201203052009,,26,무료,
12032,한일타운1차아파트,KT121949,1,완속,"경상남도 창원시 마산회원구 양덕옛2길 58 (양덕동, 한일1차아파트)",35.2306,128.579,~,KT,KT,1522-0123,사용가능,20210120171503,,50,무료,
12033,두정역푸르지오아파트,KT121950,1,완속,"충청남도 천안시 서북구 두정역길 48 (두정동, 두정역푸르지오아파트)",36.8336,127.15,~,KT,KT,1522-0123,사용가능,20210123140541,,44,무료,
12034,하동군청,KT121951,1,완속,경상남도 하동군 하동읍 군청로 23 (읍내리),35.0672,127.751,09시~18시,KT,KT,1522-0123,사용가능,20210123145023,,50,무료,관용차 충전 시 사용이 제한될 수 있습니다.
12035,진교면사무소,KT121952,1,완속,"경상남도 하동군 진교면 민다리안길 62 (진교리, 진교면사무소)",35.0303,127.901,09시~18시,KT,KT,1522-0123,사용가능,20210124164530,,50,무료,관용차 충전 시 사용이 제한될 수 있습니다.
12036,고림동금평마을영화아파트,KT121953,1,완속,"경기도 용인시 처인구 금어로 102 (고림동, 금평마을영화아파트) 201동~206동",37.3854,126.932,~,KT,KT,1522-0123,사용가능,20210123033009,,41,무료,
12037,대영베이스골프장,KT121954,1,완속,"충청북도 충주시 대소원면 성종두담길 113 (장성리, 대영베이스골프장)",36.9469,127.839,~,KT,KT,1522-0123,사용가능,20210122130021,,43,무료,
12038,명륜SK뷰아파트,KT121955,1,완속,"부산광역시 동래구 명륜로236번길 9 (명륜동, 명륜동SKVIEW)",35.2146,129.085,~,KT,KT,1522-0123,사용가능,20210124191529,,26,무료,
12039,수원첨단벤처벨리,KT121956,1,완속,"경기도 수원시 권선구 오목천로152번길 40 (고색동, 고색동 첨단벤처밸리)",37.2429,126.977,~,KT,KT,1522-0123,사용가능,20210125054533,,41,무료,
12040,동성가든타워,KT121957,1,완속,"경상남도 진주시 진주대로 901 (강남동, 동성가든타워)",35.1808,128.089,~,KT,KT,1522-0123,사용가능,20210119125533,,50,무료,
12041,풍년마을청구한라아파트,KT121958,1,완속,"경기도 김포시 사우중로73번길 11 (북변동, 풍년마을청구한라아파트) 201동~215동",37.6284,126.718,~,KT,KT,1522-0123,사용가능,20210121225034,,41,무료,
12042,매곡리덕평C.C,KT121959,1,완속,"경기도 이천시 호법면 장자터로 115 (매곡리, 덕평C.C)",37.1875,127.403,~,KT,KT,1522-0123,사용가능,20210125065527,,41,무료,
12043,동의병원,KT121960,1,완속,"부산광역시 부산진구 양정로 62 (양정동, 동의의료원,동의병원,동의대학교한방병원)",35.1697,129.077,~,KT,KT,1522-0123,사용가능,20201219181503,,26,무료,
12044,수성동일하이빌레이크시티아파트,KT121961,1,완속,대구광역시 수성구 수성로 71 (상동 수성동일하이빌레이크시티아파트),35.8313,128.61,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210123080553,,27,무료,
12045,보문복지재단,KT121962,1,완속,광주광역시 서구 상무중앙로 98 (치평동),35.1557,126.849,~,KT,KT,1522-0123,사용가능,20210105152037,,29,무료,
12046,일원동한솔아파트,KT121963,1,완속,"서울특별시 강남구 광평로10길 6 (일원동, 한솔마을아파트)",37.4843,127.079,~,KT,KT,1522-0123,사용가능,20210125014503,,11,무료,
12047,중동롯데캐슬마린아파트,KT121964,1,완속,"부산광역시 해운대구 중동2로34번길 29 (중동, 롯데캐슬마린아파트)",35.1655,129.165,~,KT,KT,1522-0123,사용가능,20210115183016,,26,무료,
12048,북가현골프존카운티,KT121965,1,완속,경기도 안성시 보개면 보삼로 302 (북가현리),37.0751,127.195,~,KT,KT,1522-0123,사용가능,20210122144033,,41,무료,
12049,경남테크노파크(정보산업진흥본부),KT121967,1,완속,"경상남도 창원시 마산회원구 봉암북7길 21 (봉암동, 경남지능형홈산업화센터)",35.2247,128.598,~,KT,KT,1522-0123,사용가능,20201210055531,,50,무료,
12050,뉴코아 순천점,KT121968,1,완속,"전라남도 순천시 비봉2길 22 (조례동, 시대아파트)",34.9724,127.52,~,KT,KT,1522-0123,사용가능,20201101165534,,47,무료,
12051,안산레이크타운푸르지오,KT121969,1,완속,경기도 안산시 단원구 광덕동로 25 (고잔동 안산레이크타운푸르지오),37.305938,126.831122,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210124221530,,41,무료,
12052,주엽동강선마을4단지아파트,KT121970,1,완속,경기도 고양시 일산서구 대산로 53 (주엽동 강선마을4단지아파트),37.6701,126.769,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125101517,,41,무료,
12053,삼척 원조아파트,KT121971,1,완속,"강원도 삼척시 사직로4길 40-11 (사직동, 원조아파트)",37.4316,129.169,~,KT,KT,1522-0123,사용가능,20210121052533,,42,무료,
12054,상계대림아파트,KT121972,1,완속,서울특별시 노원구 상계로 193-14 (상계동 상계대림아파트) 101동~103동 105동~106동,37.6624,127.072,24시간 이용가능,KT,케이티,1522-0123,사용가능,20201224070004,,11,무료,
12055,바이오밸리G-프로젝트공장,KT121973,1,완속,"충청북도 제천시 바이오밸리1로 16 (왕암동, G-프로젝트공장)",37.1461,128.164,~,KT,KT,1522-0123,사용가능,20210124055015,,43,무료,
12056,침산 하늘채 코오롱 1단지,KT121974,1,완속,"대구광역시 북구 침산로22길 31 (침산동, 침산동코오롱하늘채아파트) 101동~103동,105동~106동",35.8857,128.594,~,KT,KT,1522-0123,사용가능,20210124034016,,27,무료,
12057,대라씨엘늘채움아파트,KT121977,1,완속,"부산광역시 기장군 기장읍 차성남로 8-18 (대라리, 씨엘늘채움아파트)",35.2408,129.209,~,KT,KT,1522-0123,사용가능,20210122063028,,26,무료,
12058,대우로얄하이츠,KT121978,1,완속,"대구광역시 수성구 용학로36길 20 (지산동, 지산대우로얄하이츠)",35.821,128.628,~,KT,KT,1522-0123,사용가능,20210115221027,,27,무료,
12059,태백 홍익베스트빌,KT121979,1,완속,"강원도 태백시 하장성6길 42 (장성동, 홍익베스트빌아파트)",37.0986,129.018,~,KT,KT,1522-0123,사용가능,20201205200004,,42,무료,
12060,신봉마을자이2차아파트,KT121980,1,완속,"경기도 용인시 수지구 신봉2로 72 (신봉동, 신봉마을자이2차아파트)",37.3288,127.075,~,KT,KT,1522-0123,사용가능,20210125073547,,41,무료,
12061,월산마을부영4단지19차아파트,KT121981,1,완속,경상남도 김해시 부곡로 10 (부곡동 월산마을부영4단지19차아파트),35.2054,128.798,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125080004,,48,무료,
12062,사당4동주민센터,KT121982,1,완속,"서울특별시 동작구 사당로16아길 6 (사당동, 사당4동주민센터)",37.4809,126.972,09시~18시,KT,KT,1522-0123,사용가능,20210125083005,,11,무료,
12063,강릉에버그린아파트,KT121983,1,완속,"강원도 강릉시 강변로440번길 30 (입암동, 에버그린아파트)",37.7614,128.914,~,KT,KT,1522-0123,사용가능,20210125080537,,42,무료,
12064,대구가톨릭의과대학병원,KT121984,1,완속,"대구광역시 남구 두류공원로17길 33 (대명동, 대구가톨릭의과대학병원)",35.8436,128.568,~,KT,KT,1522-0123,사용가능,20210122170047,,27,무료,
12065,동해그랜드관광호텔,KT121985,1,완속,강원도 동해시 동해대로,37.592,129.087,201709~201709,KT,KT,1522-0123,사용가능,20210122150010,,42,무료,
12066,단구동동보렉스아파트5차,KT121986,1,완속,"강원도 원주시 남원로534번길 50 (단구동, 동보렉스아파트5차) A동~B동",37.3284,127.951,~,KT,KT,1522-0123,사용가능,20210120104504,,42,무료,
12067,한강유역환경청,KT121987,1,완속,경기도 하남시 미사강변한강로 229 (망월동),37.5702,127.195,09시~18시,KT,KT,1522-0123,사용가능,20210121205515,,41,무료,관용차 충전 시 사용이 제한될 수 있습니다.
12068,악양면사무소,KT121988,1,완속,"경상남도 하동군 악양면 악양서로 357 (정서리, 악양면사무소)",35.1624,127.709,09시~18시,KT,KT,1522-0123,사용가능,20210122180039,,50,무료,관용차 충전 시 사용이 제한될 수 있습니다.
12069,광주보건대학교,KT121989,1,완속,"광주광역시 광산구 북문대로419번길 73 (신창동, 광주보건대학)",35.1922,126.845,~,KT,KT,1522-0123,사용가능,20210121130040,,29,무료,
12070,정동면삼성아파트,KT121990,1,완속,"경상남도 사천시 정동면 옥산로 328 (풍정리, 삼성아파트)",35.0651,128.11,~,KT,KT,1522-0123,사용가능,20201215150045,,50,무료,
12071,춘천한신휴플러스아파트,KT121991,1,완속,강원도 춘천시 서부대성로 34 (요선동 한신휴플러스아파트),37.8836,127.726,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125081013,,42,무료,
12072,양정동현대아파트,KT121992,1,완속,"부산광역시 부산진구 동평로 352 (양정동, 현대아파트) 101동~113동",35.1733,129.063,~,KT,KT,1522-0123,사용가능,20210123064504,,26,무료,
12073,SK장호주유소,KT121993,1,완속,"강원도 삼척시 근덕면 삼척로 2154 (장호리, 장호용화관광랜드,장호주유소)",37.2875,129.309,~,KT,KT,1522-0123,사용가능,20210124133028,,42,무료,
12074,당하2차풍림아이원아파트,KT121994,1,완속,인천광역시 서구 원당대로685번길 30 (마전동 당하2차풍림아이원아파트),37.594,126.682,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125081013,,28,무료,
12075,서부이진테마빌,KT121995,1,완속,"부산광역시 기장군 기장읍 배산로8번길 65 (서부리, 이진테마빌) 102동",35.2502,129.211,~,KT,KT,1522-0123,사용가능,20210111225033,,26,무료,
12076,경남테크노파크(과학기술진흥센터),KT121996,1,완속,"경상남도 창원시 의창구 창원대로18번길 22 (팔용동, 경남테크노파크)",35.2515,128.604,~,KT,KT,1522-0123,사용가능,20210107100533,,50,무료,
12077,가산컨트리클럽,KT121997,1,완속,경상북도 칠곡군 가산면 학하2길 54-171 (학하리),36.0833,128.469,~,KT,KT,1522-0123,사용가능,20210116120005,,48,무료,
12078,구산아이파크,KT121999,1,완속,경상남도 김해시 김해대로 1902 (구산동 구산아이파크),35.2538,128.866,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210121000039,,48,무료,
12079,평택송탄역클래시아,KT122000,1,완속,"경기도 평택시 탄현로 261 (신장동, 평택송탄역클래시아)",37.3854,126.932,~,KT,KT,1522-0123,사용가능,20210125074004,,41,무료,
12080,여의도국민일보빌딩,KT122001,1,완속,"서울특별시 영등포구 여의공원로 101 (여의도동, 국민일보빌딩)",37.5292,126.925,~,KT,KT,1522-0123,사용가능,20201226103041,,11,무료,주차비는 주차장 운영정책에 따름
12081,광주상무푸르지오아파트,KT122002,1,완속,"광주광역시 서구 금호운천길 83 (쌍촌동, 상무푸르지오)",35.1398,126.871,~,KT,KT,1522-0123,사용중,20210125084504,,29,무료,
12082,속초의료원,KT122003,1,완속,"강원도 속초시 영랑호반길 3 (영랑동, 속초의료원)",38.2166,128.59,~,KT,KT,1522-0123,사용가능,20210123184511,,42,무료,
12083,정릉힐스테이트,KT122004,1,완속,"서울특별시 성북구 정릉로 292 (정릉동, 정릉힐스테이트)",37.603,127.016,~,KT,KT,1522-0123,사용가능,20210123110030,,11,무료,
12084,순천한국병원(한국의료재단),KT122005,1,완속,"전라남도 순천시 우명길 42 (연향동, 한국병원)",34.9478,127.513,~,KT,KT,1522-0123,사용가능,20201127055542,,47,무료,
12085,부산대학병원,KT122006,1,완속,"부산광역시 서구 구덕로 179 (아미동1가, 부산대학병원)",35.1,129.019,~,KT,KT,1522-0123,사용가능,20210114172517,,26,무료,
12086,사당5동주민센터,KT122007,1,완속,"서울특별시 동작구 사당로2가길 219 (사당동, 사당5동주민센터)",37.3854,126.932,09시~18시,KT,KT,1522-0123,사용가능,20210124213505,,11,무료,
12087,캠코인재개발원,KT122008,1,완속,충청남도 아산시 도고면 온천대로 605-15 (와산리),36.7649,126.916,~,KT,KT,1522-0123,사용가능,20210122171023,,44,무료,
12088,제주마리나호텔,KT122009,1,완속,"제주특별자치도 제주시 신대로 45 (연동, 마리나호텔)",33.4932,126.497,~,KT,KT,1522-0123,사용가능,20210125021557,,45,무료,
12089,대구월배2차아이파크,KT122014,1,완속,"대구광역시 달서구 월배로5길 76 (유천동, 대구월배2차아이파크)",35.8182,128.512,~,KT,KT,1522-0123,사용가능,20210125035535,,27,무료,
12090,송정푸르지오캐슬2단지아파트,KT122017,1,완속,"경상북도 구미시 산책길 7 (송정동, 푸르지오캐슬B단지아파트)",36.1239,128.336,~,KT,KT,1522-0123,사용가능,20210121203028,,48,무료,
12091,한국가스기술공사,KT122018,1,완속,대전광역시 유성구 대덕대로 1227 (봉산동 한국가스기술공사),36.4354,127.39,09시~18시,KT,케이티,1522-0123,사용가능,20210111225553,,30,무료,관용차 충전 시 사용이 제한될 수 있습니다.
12092,구미고아세영리첼레이크뷰,KT122019,1,완속,경상북도 구미시 고아읍 들성로 171-21 (원호리 구미고아세영리첼레이크뷰) 101동~105동,36.1583,128.339,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210122000036,,47,무료,
12093,북변동풍년마을동남아파트,KT122020,1,완속,경기도 김포시 사우중로73번길 39 (북변동 풍년마을동남아파트) 216동~219동 상가,37.6232,126.72,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125080013,,41,무료,
12094,더케이서드에이지,KT122021,1,완속,경상남도 창녕군 고암면 상대2길 16 (중대리 더케이서드에이지),35.5784,128.512,24시간 이용가능,KT,케이티,1522-0123,사용가능,20201013193044,,48,무료,
12095,동양한강트레벨,KT122022,1,완속,"서울특별시 마포구 양화로 56 (서교동, 동양한강트레벨)",37.5499,126.915,~,KT,KT,1522-0123,사용가능,20210125081005,,11,무료,
12096,법곡코아루더파크,KT122023,1,완속,충청남도 아산시 법곡길 8 (법곡동 코아루더파크),36.7647,127.013,24시간 이용가능,KT,케이티,1522-0123,사용가능,20210125072018,,44,무료,
